,age,gender,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
930,35,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0
27,35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
391,40,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,30,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
727,30,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1125,26,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0
526,24,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
1050,26,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0
1160,29,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
39,35,1.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
437,20,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
143,15,1.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1099,43,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
1084,32,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1055,39,1.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
1171,30,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,32,1.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1222,41,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
810,29,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1226,39,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
916,30,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1073,25,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
383,25,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
108,34,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,32,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
201,34,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
249,29,0.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1025,42,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1229,39,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,21,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
931,34,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
26,33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
869,43,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
435,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
829,35,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
564,40,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
972,40,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
374,21,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
786,32,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1063,25,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
349,25,2.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
424,28,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,50,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
449,37,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
947,43,1.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
1194,27,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0
1113,25,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
803,30,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1252,29,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
823,34,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
1081,29,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0
830,29,1.0,0.0,1.0,2.0,5.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1202,31,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
87,34,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1066,34,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1062,44,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,32,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
79,28,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
519,34,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
771,33,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0
963,24,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
652,54,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0
657,32,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
1224,24,1.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
1049,39,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0
954,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
745,30,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
592,19,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
168,23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
60,44,1.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
870,56,1.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
1027,19,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
919,22,0.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
802,39,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
445,39,1.0,0.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
945,39,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
943,32,1.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
871,32,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
1,44,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,34,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
686,33,0.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
938,32,1.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
209,26,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
527,51,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
735,33,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0
127,32,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
622,31,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
482,18,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
851,23,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
417,23,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
1254,26,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
732,29,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
641,35,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
982,34,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1206,34,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0
1201,28,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0
1046,33,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
260,27,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
944,28,1.0,0.0,1.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
156,27,1.0,0.0,1.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1214,33,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
668,26,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
989,15,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
681,38,1.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1175,38,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
1196,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1197,34,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
455,36,1.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
266,41,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
1154,39,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
70,28,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1167,34,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
210,40,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
768,36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
613,30,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
1079,32,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
119,35,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
612,37,1.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
693,28,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
602,33,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
720,33,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
316,29,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
483,29,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
72,23,2.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
224,23,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
432,33,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0
756,38,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,32,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
979,28,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
696,37,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1052,35,1.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
423,32,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
610,32,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
354,25,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
1148,35,1.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
854,31,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
695,32,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
247,29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
1064,24,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1051,23,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1234,24,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
649,22,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
1240,31,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
530,27,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
355,31,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
789,39,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
299,37,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
361,34,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
573,26,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
226,32,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
232,38,1.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
280,22,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
749,19,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
258,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
1057,33,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
422,28,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
624,31,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
